Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source
6378,298.15,101.325,Liquid,1,C1CCCC1,Solvent,1.0,,,,,,,,0.7400000000000002,,10.1021/je8009336
6379,298.15,101.325,Liquid,1,CCCCOC(=O)CCC,Solvent,1.0,,,,,,,,0.8691400000000002,,10.1021/je050001c
6380,298.0,101.325,Liquid,1,NCCCNCCCN,Solvent,1.0,,,,,,,,0.9273600000000002,,10.1021/acs.jced.5b00922
6381,298.15,101.325,Liquid,1,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,1.0,,,,,,,,0.9406700000000002,,10.1016/j.jct.2015.04.034
6382,298.15,101.325,Liquid,1,C=CCCCC,Solvent,1.0,,,,,,,,0.6693400000000002,,10.1021/acs.jced.6b00905
6383,298.15,101.325,Liquid,1,C1COCCN1,Solvent,1.0,,,,,,,,0.9960000000000002,,10.1021/je020191g
6384,298.15,101.325,Liquid,1,ClCCCCl,Solvent,1.0,,,,,,,,1.1783400000000002,,10.1016/j.jct.2005.03.020
6385,298.15,101.0,Liquid,2,CN1CCCCC1,Solvent,0.2452,,O,Solvent,0.7548,,,,0.9038110000000004,,10.1016/j.fluid.2010.05.001
6386,298.15,101.0,Liquid,2,CN1CCCCC1,Solvent,0.505,,O,Solvent,0.495,,,,0.8581580000000002,,10.1016/j.fluid.2010.05.001
6387,298.15,101.0,Liquid,2,CN1CCCCC1,Solvent,0.7907,,O,Solvent,0.2093,,,,0.8260470000000002,,10.1016/j.fluid.2010.05.001
6388,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.26433,,O,Solvent,0.73567,,,,0.9590000000000002,,10.1021/acs.jced.6b00888
6389,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.5077,,O,Solvent,0.4923,,,,0.9237220000000002,,10.1016/j.jct.2004.11.016
6390,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.7652,,O,Solvent,0.2348,,,,0.8989030000000002,,10.1016/j.jct.2004.11.016
6391,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.2052,,O,Solvent,0.7948,,-2.587,,,,10.1016/j.jct.2007.03.010
6392,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.5365,,O,Solvent,0.4635,,-2.575,,,,10.1016/j.jct.2007.03.010
6393,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7996,,O,Solvent,0.2004,,-1.247,,,,10.1016/j.jct.2007.03.010
6394,298.15,101.0,Liquid,2,CCN(CC)CCO,Solvent,0.19329,,O,Solvent,0.80671,,,,0.9615690000000002,,10.1021/je301371p
6395,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.2008,,O,Solvent,0.7992,,-2.185,,,,10.1016/j.jct.2015.04.030
6396,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.5002,,O,Solvent,0.4998,,-2.504,,,,10.1016/j.jct.2015.04.030
6397,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.7003,,O,Solvent,0.2997,,-1.75,,,,10.1016/j.jct.2015.04.030
6398,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.2167,,O,Solvent,0.7833,,,,1.0301000000000002,,10.1016/j.jct.2012.06.015
6399,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.4982,,O,Solvent,0.5018,,,,1.0416,,10.1016/j.jct.2012.06.015
6400,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.7795,,O,Solvent,0.2205,,,,1.0360000000000005,,10.1016/j.jct.2012.06.015
6401,298.14,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.2571,,O,Solvent,0.7429,,,,1.0522550000000004,,10.1021/je030120x
6402,298.15,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.4849,,O,Solvent,0.5151,,,,1.048636,,10.1021/je030120x
6403,298.15,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.743,,O,Solvent,0.257,,,,1.0405100000000005,,10.1021/je030120x
6404,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2593,,O,Solvent,0.7407,,-2.271,,,,10.1016/j.jct.2007.03.010
6405,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.4941,,O,Solvent,0.5059,,-2.072,,,,10.1016/j.jct.2007.03.010
6406,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.7411,,O,Solvent,0.2589,,-1.154,,,,10.1016/j.jct.2015.06.006
6407,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1987,,O,Solvent,0.8013,,,,0.9960300000000002,,10.1021/je060457+
6408,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5041,,O,Solvent,0.4959,,,,0.9688100000000002,,10.1021/je060457+
6409,298.15,101.0,Liquid,2,CNCCO,Solvent,0.8009,,O,Solvent,0.1991,,,,0.9466300000000002,,10.1021/je060457+
6410,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1992,,O,Solvent,0.8008,,-2.243,,,,10.1016/j.jct.2007.03.010
6411,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5017,,O,Solvent,0.4983,,-2.508,,,,10.1016/j.jct.2007.03.010
6412,298.15,101.0,Liquid,2,CNCCO,Solvent,0.7988,,O,Solvent,0.2012,,-1.219,,,,10.1016/j.jct.2007.03.010
6413,298.15,100.0,Liquid,2,O,Solvent,0.7144,,OCCNCCO,Solvent,0.2856,,,,1.0810000000000002,,10.1021/je300345m
6414,298.15,100.0,Liquid,2,O,Solvent,0.5933,,OCCNCCO,Solvent,0.4067,,,,1.0880000000000003,,10.1021/je300345m
6415,293.15,101.0,Liquid,2,O,Solvent,0.299958,,OCCNCCO,Solvent,0.700042,,,,1.0963670000000003,,10.1016/j.tca.2012.01.007
6416,298.15,101.0,Liquid,2,O,Solvent,0.7057,,OCCNCCO,Solvent,0.2943,,-2.079,,,,10.1016/j.jct.2007.03.010
6417,298.15,101.0,Liquid,2,O,Solvent,0.5031,,OCCNCCO,Solvent,0.4969,,-1.916,,,,10.1016/j.jct.2007.03.010
6418,298.15,101.0,Liquid,2,O,Solvent,0.2579,,OCCNCCO,Solvent,0.7421,,-1.091,,,,10.1016/j.jct.2007.03.010
6419,298.15,101.3,Liquid,2,O,Solvent,0.892217,,OCCN(CCO)CCO,Solvent,0.107783,,,,1.0747210000000005,,10.1021/je050463q
6420,303.15,100.0,Liquid,2,O,Solvent,0.7937,,OCCN(CCO)CCO,Solvent,0.2063,,-1.289,,,,10.1016/j.jct.2015.04.030
6421,303.15,100.0,Liquid,2,O,Solvent,0.5098,,OCCN(CCO)CCO,Solvent,0.4902,,-1.221,,,,10.1016/j.jct.2015.04.030
6422,303.15,100.0,Liquid,2,O,Solvent,0.29,,OCCN(CCO)CCO,Solvent,0.71,,-0.839,,,,10.1016/j.jct.2015.04.030
6423,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5009,,CC(C)OC(C)C,Solvent,0.4991,,,,0.7005900000000002,,10.1021/je2011314
6424,298.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.75,,CC(C)OC(C)C,Solvent,0.25,,,,0.6937500000000002,,10.1021/je050367p
6425,298.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.25,,CC(C)OC(C)C,Solvent,0.75,,,,0.7090800000000002,,10.1021/je050367p
6426,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7748,,CC(C)OC(C)C,Solvent,0.2252,,0.132161,,,,10.1021/je9001416
6427,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5125,,CC(C)OC(C)C,Solvent,0.4875,,0.197047,,,,10.1021/je9001416
6428,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2693,,CC(C)OC(C)C,Solvent,0.7307,,0.158983,,,,10.1021/je9001416
6429,298.15,101.0,Liquid,2,O,Solvent,0.699,,OCCOCCO,Solvent,0.301,,,,1.0958900000000005,,10.1021/je700672f
6430,298.15,101.0,Liquid,2,O,Solvent,0.4994,,OCCOCCO,Solvent,0.5006,,,,1.1070700000000002,,10.1021/je700672f
6431,298.15,101.0,Liquid,2,O,Solvent,0.2997,,OCCOCCO,Solvent,0.7003,,,,1.1111900000000003,,10.1021/je700672f
6432,298.15,101.0,Liquid,2,O,Solvent,0.2094,,OCCOCCO,Solvent,0.7906,,-0.521,,,,10.1016/j.tca.2009.06.004
6433,298.15,101.0,Liquid,2,O,Solvent,0.6996,,OCCOCCO,Solvent,0.3004,,-1.245,,,,10.1016/j.tca.2009.06.004
6434,298.15,101.0,Liquid,2,O,Solvent,0.499,,OCCOCCO,Solvent,0.501,,-1.149,,,,10.1021/je400158p
6435,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.231278,,O,Solvent,0.768722,,,,0.9013100000000002,,10.1021/je201010s
6436,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.764357,,O,Solvent,0.235643,,,,0.8030100000000002,,10.1021/je201010s
6437,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.4981,,O,Solvent,0.5019,,,,0.8388000000000001,,10.1021/je700700f
6438,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.2031,,O,Solvent,0.7969,,-0.3026,,,,10.1016/j.jct.2007.12.002
6439,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.5048,,O,Solvent,0.4952,,0.1916,,,,10.1016/j.jct.2007.12.002
6440,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.704,,O,Solvent,0.296,,0.3259,,,,10.1016/j.jct.2007.12.002
6441,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.2584,,CCO,Solvent,0.7416,,,,0.7933000000000001,,10.1021/je050416y
6442,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.5495,,CCO,Solvent,0.4505,,,,0.8018000000000002,,10.1021/je050416y
6443,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.6765,,CCO,Solvent,0.3235,,,,0.8048000000000002,,10.1021/je050416y
6444,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.2807,,CCO,Solvent,0.7193,,-0.7056,,,,10.1021/je101031j
6445,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.4607,,CCO,Solvent,0.5393,,-0.95,,,,10.1021/je101031j
6446,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.7306,,CCO,Solvent,0.2694,,-0.7709,,,,10.1021/je101031j
6447,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.7554,,c1ccncc1,Solvent,0.2446,,,,0.9676900000000004,,10.1016/j.fluid.2013.10.029
6448,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.5426,,c1ccncc1,Solvent,0.4574,,,,0.9706400000000002,,10.1016/j.fluid.2013.10.029
6449,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.2273,,c1ccncc1,Solvent,0.7727,,,,0.9755600000000002,,10.1016/j.fluid.2013.10.029
6450,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.2395,,c1ccncc1,Solvent,0.7605,,-1.7662,,,,10.1016/j.fluid.2013.10.029
6451,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.5095,,c1ccncc1,Solvent,0.4905,,-2.649,,,,10.1016/j.fluid.2013.10.029
6452,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.7602,,c1ccncc1,Solvent,0.2398,,-1.6452,,,,10.1016/j.fluid.2013.10.029
6453,298.15,101.3,Liquid,2,O,Solvent,0.2552,,OC1=NCCC1,Solvent,0.7448,,,,1.1044310000000004,,10.1021/je0340809
6454,298.15,101.3,Liquid,2,O,Solvent,0.5,,OC1=NCCC1,Solvent,0.5,,,,1.0977070000000004,,10.1021/je0340809
6455,298.15,101.3,Liquid,2,O,Solvent,0.7532,,OC1=NCCC1,Solvent,0.2468,,,,1.077068,,10.1021/je0340809
6456,298.15,101.0,Liquid,2,O,Solvent,0.7681,,OC1=NCCC1,Solvent,0.2319,,-0.5238,,,,10.1016/j.jct.2013.09.015
6457,298.15,101.0,Liquid,2,O,Solvent,0.5217,,OC1=NCCC1,Solvent,0.4783,,-0.8384,,,,10.1016/j.jct.2013.09.015
6458,298.15,101.0,Liquid,2,O,Solvent,0.2307,,OC1=NCCC1,Solvent,0.7693,,-0.678,,,,10.1016/j.jct.2013.09.015
6459,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2275,,CN1CCCC1=O,Solvent,0.7725,,,,0.9583800000000002,,10.1016/j.jct.2006.06.005
6460,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5409,,CN1CCCC1=O,Solvent,0.4591,,,,0.8757100000000002,,10.1016/j.jct.2006.06.005
6461,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7332,,CN1CCCC1=O,Solvent,0.2668,,,,0.8287300000000002,,10.1016/j.jct.2006.06.005
6462,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7518,,CN1CCCC1=O,Solvent,0.2482,,1.1998,,,,10.1016/j.jct.2010.12.016
6463,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4734,,CN1CCCC1=O,Solvent,0.5266,,1.4691,,,,10.1016/j.jct.2010.12.016
6464,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2789,,CN1CCCC1=O,Solvent,0.7211,,1.2061,,,,10.1016/j.jct.2010.12.016
6465,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2524,,c1ccccc1,Solvent,0.7476,,,,0.9163300000000004,,10.1016/j.jct.2006.06.005
6466,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5135,,c1ccccc1,Solvent,0.4865,,,,0.9684700000000004,,10.1016/j.jct.2006.05.006
6467,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.937492,,c1ccccc1,Solvent,0.062508,,,,1.0204500000000003,,10.1016/j.fluid.2008.11.006
6468,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2356,,c1ccccc1,Solvent,0.7644,,-0.3684,,,,10.1016/j.jct.2010.12.016
6469,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5467,,c1ccccc1,Solvent,0.4533,,-0.4943,,,,10.1016/j.jct.2010.12.016
6470,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7411,,c1ccccc1,Solvent,0.2589,,-0.3841,,,,10.1016/j.jct.2010.12.016
6471,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4815,,Cc1ccccc1,Solvent,0.5185,,,,0.9415400000000002,,10.1016/j.jct.2006.06.005
6472,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2216,,Cc1ccccc1,Solvent,0.7784,,,,0.9061600000000002,,10.1016/j.jct.2006.05.006
6473,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7564,,Cc1ccccc1,Solvent,0.2436,,,,0.9854500000000004,,10.1016/j.jct.2006.05.006
6474,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2231,,Cc1ccccc1,Solvent,0.7769,,-0.1889,,,,10.1016/j.jct.2010.12.016
6475,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4821,,Cc1ccccc1,Solvent,0.5179,,-0.2985,,,,10.1016/j.jct.2010.12.016
6476,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7418,,Cc1ccccc1,Solvent,0.2582,,-0.2141,,,,10.1016/j.jct.2010.12.016
6477,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.2017,,CCC(C)(C)O,Solvent,0.7983,,,,0.8030000000000002,,10.1021/je300678r
6478,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.5008,,CCC(C)(C)O,Solvent,0.4992,,,,0.7987300000000002,,10.1021/je300678r
6479,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,,,0.7968700000000002,,10.1021/je300678r
6480,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.2017,,CCC(C)(C)O,Solvent,0.7983,,0.8181,,,,10.1021/je300678r
6481,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.5008,,CCC(C)(C)O,Solvent,0.4992,,1.3674,,,,10.1021/je300678r
6482,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,1.2068,,,,10.1021/je300678r
6483,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,,,0.8771300000000002,,10.1016/j.jct.2007.05.009
6484,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,,,0.90329,,10.1016/j.jct.2007.05.009
6485,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,,,0.9379600000000002,,10.1016/j.jct.2007.05.009
6486,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,-1.4628,,,,10.1016/j.fluid.2009.10.018
6487,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,-2.1379,,,,10.1016/j.fluid.2009.10.018
6488,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,-1.9642,,,,10.1016/j.fluid.2009.10.018
6489,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.2091,,O,Solvent,0.7909,,,,1.0013300000000005,,10.1016/j.jct.2011.06.020
6490,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.5109,,O,Solvent,0.4891,,,,0.9464100000000002,,10.1016/j.jct.2011.06.020
6491,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7065,,O,Solvent,0.2935,,,,0.9223100000000002,,10.1016/j.jct.2011.06.020
6492,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.1998,,O,Solvent,0.8002,,-4.495,,,,10.1016/j.jct.2015.06.006
6493,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.55,,O,Solvent,0.45,,-3.547,,,,10.1016/j.jct.2015.06.006
6494,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7926,,O,Solvent,0.2074,,-1.753,,,,10.1016/j.jct.2015.06.006
6495,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7279,,Cc1ccccc1N,Solvent,0.2721,,,,0.91866,,10.1016/j.tca.2011.06.020
6496,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4986,,Cc1ccccc1N,Solvent,0.5014,,,,0.9459860000000002,,10.1016/j.tca.2011.06.020
