Mixture,Temperature,Pressure,Count
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CO,298.15,101.0,22
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CO,318.15,101.0,22
CCC(=O)CC,288.15,101.325,4
CCC(=O)CC,318.15,101.325,4
CCC(=O)CC,308.15,101.325,4
CCC(=O)CC,298.15,101.325,4
CC(=O)C(C)C,288.15,101.325,4
CC(=O)C(C)C,318.15,101.325,4
CC(=O)C(C)C,308.15,101.325,4
CC(=O)C(C)C,298.15,101.325,4
CCCCC(C)=O,288.15,101.325,4
CCCCC(C)=O,318.15,101.325,4
CCCCC(C)=O,308.15,101.325,4
CCCCC(C)=O,298.15,101.325,4
CCCC(C)=O | O,308.15,100.0,41
CCCC(C)=O | O,298.15,100.0,41
CCCC(C)=O | O,288.15,100.0,41
CCCC(C)=O | O,318.15,100.0,41
CCC(=O)CC | O,308.15,100.0,48
CCC(=O)CC | O,298.15,100.0,48
CCC(=O)CC | O,288.15,100.0,48
CCC(=O)CC | O,318.15,100.0,48
CC(=O)C(C)C | O,308.15,100.0,47
CC(=O)C(C)C | O,298.15,100.0,47
CC(=O)C(C)C | O,288.15,100.0,47
CC(=O)C(C)C | O,318.15,100.0,47
CCCCC(C)=O | O,308.15,100.0,36
CCCCC(C)=O | O,298.15,100.0,36
CCCCC(C)=O | O,288.15,100.0,36
CCCCC(C)=O | O,318.15,100.0,36
CC(=O)CC(C)C | O,308.15,100.0,46
CC(=O)CC(C)C | O,298.15,100.0,46
CC(=O)CC(C)C | O,288.15,100.0,46
CC(=O)CC(C)C | O,318.15,100.0,46
C=CCCCCCC,298.15,101.325,1
Brc1ccccc1,303.15,101.325,1
O=[N+]([O-])c1ccccc1,303.15,101.325,1
CCC(C)(C)O,298.15,101.325,1
CC(Cl)(Cl)Cl,303.1,101.325,2
CC(Cl)(Cl)Cl,303.15,101.325,2
ClC(Cl)C(Cl)Cl,303.1,101.325,2
ClC(Cl)C(Cl)Cl,303.15,101.325,2
ClC=C(Cl)Cl,303.1,101.325,2
ClC=C(Cl)Cl,303.15,101.325,2
ClC(Cl)=C(Cl)Cl,303.1,101.325,2
ClC(Cl)=C(Cl)Cl,303.15,101.325,2
CCOC(=O)CC(=O)OCC,288.15,101.325,14
CCOC(=O)CC(=O)OCC,338.15,101.325,14
CCOC(=O)CC(=O)OCC,288.14,101.325,14
CCOC(=O)CC(=O)OCC,358.15,101.325,14
CCOC(=O)CC(=O)OCC,298.15,101.325,14
CCOC(=O)CC(=O)OCC,328.15,101.325,14
CCOC(=O)CC(=O)OCC,348.15,101.325,14
CCOC(=O)CC(=O)OCC,313.15,101.325,14
CCOC(=O)CC(=O)OCC,278.15,101.325,14
CC(C)CO,288.15,101.325,6
CC(C)CO,338.15,101.325,6
CC(C)CO,298.15,101.325,6
CC(C)CO,328.15,101.325,6
CC(C)CO,348.15,101.325,6
CC(C)CO,313.15,101.325,6
C[N+](=O)[O-],293.15,101.325,14
C[N+](=O)[O-],303.15,101.0,14
C[N+](=O)[O-],323.15,101.0,14
C[N+](=O)[O-],313.15,101.0,14
C[N+](=O)[O-],308.15,101.325,14
C[N+](=O)[O-],303.15,101.325,14
C[N+](=O)[O-],298.15,101.325,14
C[N+](=O)[O-],293.15,101.0,14
C[N+](=O)[O-],318.15,101.325,14
C[N+](=O)[O-],313.15,101.325,14
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],293.15,101.3,90
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],308.15,101.3,90
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],303.15,101.3,90
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],298.15,101.3,90
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],318.15,101.3,90
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],313.15,101.3,90
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | C[N+](=O)[O-],293.15,101.3,78
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | C[N+](=O)[O-],308.15,101.3,78
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | C[N+](=O)[O-],303.15,101.3,78
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | C[N+](=O)[O-],298.15,101.3,78
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | C[N+](=O)[O-],318.15,101.3,78
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | C[N+](=O)[O-],313.15,101.3,78
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],293.15,101.3,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],308.15,101.3,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],303.15,101.3,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],298.15,101.3,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],318.15,101.3,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],313.15,101.3,60
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],293.15,101.3,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],308.15,101.3,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],303.15,101.3,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],298.15,101.3,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],318.15,101.3,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],313.15,101.3,66
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],293.15,101.3,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],303.15,101.0,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],323.15,101.0,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],313.15,101.0,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],308.15,101.3,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],303.15,101.3,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],298.15,101.3,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],293.15,101.0,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],318.15,101.3,130
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],313.15,101.3,130
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],293.15,101.3,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],303.15,101.0,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],323.15,101.0,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],313.15,101.0,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],308.15,101.3,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],303.15,101.3,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],298.15,101.3,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],293.15,101.0,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],318.15,101.3,114
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],313.15,101.3,114
C=CCCCC,298.15,101.325,3
CCCC(C)C,298.15,101.325,3
CCC(C)CC,298.15,101.325,3
CCC(C)(C)C,298.15,101.325,2
CC(C)C(C)C,298.15,101.325,2
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,318.15,101.325,2
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,298.15,101.325,2
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCO,298.15,101.0,28
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCO,318.15,101.0,28
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCO,298.15,101.0,23
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCO,318.15,101.0,23
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCCO,298.15,101.0,15
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCCO,318.15,101.0,15
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCCCO,318.15,101.0,7
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | O,298.15,101.0,31
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | O,318.15,101.0,31
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CO,298.15,101.0,29
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CO,318.15,101.0,29
COC(=O)OC | CCCCCC,293.15,101.3,63
COC(=O)OC | CCCCCC,303.15,101.3,63
COC(=O)OC | CCCCCC,298.15,101.3,63
COC(=O)OC | CCCCCC,318.15,101.3,63
COC(=O)OC | CCCCCC,313.15,101.3,63
COC(=O)OC | CCCCCCC,293.15,101.3,61
COC(=O)OC | CCCCCCC,303.15,101.3,61
COC(=O)OC | CCCCCCC,298.15,101.3,61
COC(=O)OC | CCCCCCC,318.15,101.3,61
COC(=O)OC | CCCCCCC,313.15,101.3,61
COC(=O)OC | CCCCCCCC,293.15,101.3,62
COC(=O)OC | CCCCCCCC,303.15,101.3,62
COC(=O)OC | CCCCCCCC,298.15,101.3,62
COC(=O)OC | CCCCCCCC,318.15,101.3,62
COC(=O)OC | CCCCCCCC,313.15,101.3,62
COC(=O)OC | CCCCCCCCC,293.15,101.3,73
COC(=O)OC | CCCCCCCCC,303.15,101.3,73
COC(=O)OC | CCCCCCCCC,298.15,101.3,73
COC(=O)OC | CCCCCCCCC,318.15,101.3,73
COC(=O)OC | CCCCCCCCC,313.15,101.3,73
COC(=O)OC | CCCCCCCCCC,303.15,101.3,60
COC(=O)OC | CCCCCCCCCC,298.15,101.3,60
COC(=O)OC | CCCCCCCCCC,318.15,101.3,60
COC(=O)OC | CCCCCCCCCC,313.15,101.3,60
CCCCOC(=O)CCC,318.15,101.325,3
CCCCOC(=O)CCC,303.15,101.325,3
CCCCOC(=O)CCC,298.15,101.325,3
CCCCOC(=O)CC | ClCCCl,298.15,101.0,16
CCCCOC(=O)CC | ClCCCCl,298.15,101.0,11
CCCCOC(=O)CC | ClCCCCCl,298.15,101.0,15
CCCCOC(=O)CC | ClCCCCCCl,298.15,101.0,14
CCCCOC(=O)CC | ClCCCCCCCl,298.15,101.0,14
CCCCOC(C)=O | ClCCCl,298.15,101.0,16
CCCCOC(C)=O | ClCCCCl,298.15,101.0,13
CCCCOC(C)=O | ClCCCCCl,298.15,101.0,16
CCCCOC(C)=O | ClCCCCCCl,298.15,101.0,11
CCCCOC(C)=O | ClCCCCCCCl,298.15,101.0,15
CCCCOC(=O)CCC | ClCCCl,298.15,101.0,16
CCCCOC(=O)CCC | ClCCCCl,298.15,101.0,16
CCCCOC(=O)CCC | ClCCCCCl,298.15,101.0,13
CCCCOC(=O)CCC | ClCCCCCCl,298.15,101.0,11
CCCCOC(=O)CCC | ClCCCCCCCl,298.15,101.0,14
O,328.15,98.0,399
O,298.15,100.0,399
O,288.15,98.0,399
O,333.15,100.0,399
O,308.15,101.325,399
O,313.15,100.0,399
O,293.15,100.0,399
O,308.15,98.0,399
O,328.15,100.0,399
O,303.15,101.325,399
O,318.15,101.325,399
O,288.15,100.0,399
O,308.15,100.0,399
O,318.15,98.0,399
O,343.15,100.0,399
O,323.15,100.0,399
O,298.15,101.325,399
O,313.15,101.325,399
O,293.15,101.325,399
O,298.15,98.0,399
O,338.15,100.0,399
O,298.15,101.0,399
O,303.15,100.0,399
O,318.15,100.0,399
O | CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,293.15,101.3,60
O | CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,308.15,101.3,60
O | CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,303.15,101.3,60
O | CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,298.15,101.3,60
O | CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,318.15,101.3,60
O | CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,313.15,101.3,60
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],293.15,101.3,72
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],308.15,101.3,72
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],303.15,101.3,72
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],298.15,101.3,72
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],318.15,101.3,72
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],313.15,101.3,72
O | CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,293.15,101.3,66
O | CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,308.15,101.3,66
O | CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,303.15,101.3,66
O | CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,298.15,101.3,66
O | CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,318.15,101.3,66
O | CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,313.15,101.3,66
O | CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,293.15,101.3,84
O | CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,308.15,101.3,84
O | CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,303.15,101.3,84
O | CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,298.15,101.3,84
O | CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,318.15,101.3,84
O | CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,313.15,101.3,84
C1COCCO1 | O=C1CCCC1,298.15,101.3,15
C1COCCO1 | CCCC(C)=O,298.15,101.3,17
C1COCCO1 | CCCCCC(C)=O,298.15,101.3,17
CC(C)(C)O,318.15,101.325,6
CC(C)(C)O,303.15,101.325,6
CC(=O)C(C)=O,293.15,101.325,7
CC(=O)C(C)=O,288.15,101.325,7
CC(=O)C(C)=O,308.15,101.325,7
CC(=O)C(C)=O,303.15,101.325,7
CC(=O)C(C)=O,298.15,101.325,7
CC(=O)C(C)=O,318.15,101.325,7
CC(=O)C(C)=O,313.15,101.325,7
CC/C=C\CCO,293.15,101.325,5
CC/C=C\CCO,288.15,101.325,5
CC/C=C\CCO,308.15,101.325,5
CC/C=C\CCO,298.15,101.325,5
CC/C=C\CCO,318.15,101.325,5
O | CCCOC(C)=O,308.15,101.3,53
O | CCCOC(C)=O,298.15,101.3,53
O | CCCOC(C)=O,288.15,101.3,53
O | CCCOC(C)=O,318.15,101.3,53
O | CCCC(=O)OC,308.15,101.3,44
O | CCCC(=O)OC,298.15,101.3,44
O | CCCC(=O)OC,288.15,101.3,44
O | CCCC(=O)OC,318.15,101.3,44
O | CC(=O)C(C)=O,293.15,101.3,64
O | CC(=O)C(C)=O,288.15,101.3,64
O | CC(=O)C(C)=O,308.15,101.3,64
O | CC(=O)C(C)=O,303.15,101.3,64
O | CC(=O)C(C)=O,298.15,101.3,64
O | CC(=O)C(C)=O,318.15,101.3,64
O | CC(=O)C(C)=O,313.15,101.3,64
O | CC/C=C\CCO,308.15,101.3,35
O | CC/C=C\CCO,298.15,101.3,35
O | CC/C=C\CCO,288.15,101.3,35
O | CC/C=C\CCO,318.15,101.3,35
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,295.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,100.0,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,308.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,303.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,298.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,295.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,328.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,323.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,318.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,313.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,333.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,293.15,100.0,110
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,308.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,303.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,298.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,295.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,328.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,323.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,318.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,313.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,333.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,293.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,308.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,303.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,298.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,295.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,328.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,323.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,318.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,313.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,333.15,100.0,90
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,293.15,100.0,90
OCCO,308.15,101.325,3
OCCO,298.15,101.325,3
CCOC(=O)OCC,293.15,101.325,5
CCOC(=O)OCC,288.15,101.325,5
CCOC(=O)OCC,303.15,101.325,5
CCOC(=O)OCC,298.15,101.325,5
CCOC(=O)OCC,313.15,101.325,5
CCOC(=O)OCC | CCO,313.15,101.0,45
CCOC(=O)OCC | CCO,303.15,101.0,45
CCOC(=O)OCC | CCO,293.15,101.0,45
CCOC(=O)OCC | CCO,288.15,101.0,45
CCOC(=O)OCC | CCCO,313.15,101.0,50
CCOC(=O)OCC | CCCO,303.15,101.0,50
CCOC(=O)OCC | CCCO,293.15,101.0,50
CCOC(=O)OCC | CCCO,288.15,101.0,50
CCOC(=O)OCC | CCCCCO,313.15,101.0,45
CCOC(=O)OCC | CCCCCO,303.15,101.0,45
CCOC(=O)OCC | CCCCCO,293.15,101.0,45
CCOC(=O)OCC | CCCCCO,288.15,101.0,45
CCOC(=O)OCC | CCCCCCCCO,313.15,101.0,44
CCOC(=O)OCC | CCCCCCCCO,303.15,101.0,44
CCOC(=O)OCC | CCCCCCCCO,293.15,101.0,44
CCOC(=O)OCC | CCCCCCCCO,288.15,101.0,44
CCOC(=O)C(=O)OCC,338.15,101.3,8
CCOC(=O)C(=O)OCC,298.15,101.3,8
CCOC(=O)C(=O)OCC,358.15,101.3,8
CCOC(=O)C(=O)OCC,348.15,101.3,8
CCOC(=O)C(=O)OCC,288.14,101.3,8
CCOC(=O)C(=O)OCC,278.15,101.3,8
CCOC(=O)C(=O)OCC,328.15,101.3,8
CCOC(=O)C(=O)OCC,313.15,101.3,8
COC(=O)CC(C)=O,288.2,101.325,6
COC(=O)CC(C)=O,338.2,101.325,6
COC(=O)CC(C)=O,328.2,101.325,6
COC(=O)CC(C)=O,313.2,101.325,6
COC(=O)CC(C)=O,298.2,101.325,6
COC(=O)CC(C)=O,348.2,101.325,6
COC=O | CCCCCCCCCC,291.15,101.32,30
COC=O | CCCCCCCCCC,298.15,101.32,30
CCCCCCCCCC | CCOC=O,318.15,101.32,64
CCCCCCCCCC | CCOC=O,291.15,101.32,64
CCCCCCCCCC | CCOC=O,308.15,101.32,64
CCCCCCCCCC | CCOC=O,298.15,101.32,64
CCCCCCCCCC | CCCOC=O,318.15,101.32,64
CCCCCCCCCC | CCCOC=O,291.15,101.32,64
CCCCCCCCCC | CCCOC=O,308.15,101.32,64
CCCCCCCCCC | CCCOC=O,298.15,101.32,64
CCCCCCCCCC | CCCCOC=O,318.15,101.32,61
CCCCCCCCCC | CCCCOC=O,291.15,101.32,61
CCCCCCCCCC | CCCCOC=O,308.15,101.32,61
CCCCCCCCCC | CCCCOC=O,298.15,101.32,61
CCn1cc[n+](C)c1.F[B-](F)(F)F,304.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,100.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,101.325,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,293.15,100.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,323.14,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,299.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,301.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,293.1,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,333.23,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,101.325,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,305.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,100.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,307.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.325,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,293.15,101.325,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,100.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,302.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,313.15,101.0,53
CCn1cc[n+](C)c1.F[B-](F)(F)F,303.11,101.0,53
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,308.15,101.0,18
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,303.15,101.0,18
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298.15,101.0,18
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,304.15,101.0,18
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,299.15,101.0,18
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,301.15,101.0,18
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,307.15,101.0,18
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,302.15,101.0,18
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,305.15,101.0,18
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,101.0,117
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,101.0,117
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.0,117
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,304.15,101.0,117
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,299.15,101.0,117
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,301.15,101.0,117
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,307.15,101.0,117
